Hour,Date,True_Price,Forecast_Price,PSO_Action,PSO_SOC,PSO_Instant_Profit,PSO_Cumulative_Profit,PPO_Action,PPO_SOC,PPO_Instant_Profit,PPO_Cumulative_Profit
25,2024-01-02,90.09,90.09,-0.7077758559711622,0.09999999999999998,-0.0,267.15680000000003,-1.46,0.1,-0.0,164.29295800000003
26,2024-01-02,84.27,84.27,2.0,0.575,-168.54,98.61680000000004,-0.32000000000000006,0.1,-0.0,164.29295800000003
27,2024-01-02,84.27,84.27,2.0,0.9,-115.31684210526318,-16.700042105263137,-0.9199999999999999,0.1,-0.0,164.29295800000003
28,2024-01-02,84.27,84.27,2.0,0.9,-0.0,-16.700042105263137,-0.9199999999999999,0.1,-0.0,164.29295800000003
29,2024-01-02,100.0,100.0,0.9678805926925188,0.9,-0.0,-16.700042105263137,-0.9199999999999999,0.1,-0.0,164.29295800000003
30,2024-01-02,108.28,108.28,2.0,0.9,-0.0,-16.700042105263137,-1.62,0.1,-0.0,164.29295800000003
31,2024-01-02,113.85,113.85,1.2107650451906375,0.9,-0.0,-16.700042105263137,-1.62,0.1,-0.0,164.29295800000003
32,2024-01-02,126.9,126.9,-2.0,0.37368421052631584,253.8,237.09995789473686,-1.7,0.1,-0.0,164.29295800000003
33,2024-01-02,119.5,119.5,-2.0,0.09999999999999998,124.28000000000003,361.3799578947369,-1.62,0.1,-0.0,164.29295800000003
34,2024-01-02,110.6,110.6,-1.5837884412134862,0.09999999999999998,-0.0,361.3799578947369,-1.62,0.1,-0.0,164.29295800000003
