Hour,Date,True_Price,Forecast_Price,PSO_Action,PSO_SOC,PSO_Instant_Profit,PSO_Cumulative_Profit,PPO_Action,PPO_SOC,PPO_Instant_Profit,PPO_Cumulative_Profit
425,2024-01-18,114.20625,112.09691447509904,-2.0,0.37368421052631584,228.4125,2105.9386304850727,-2.0,0.09999999999999998,-0.0,2177.025317452632
426,2024-01-18,110.0,106.10066236111753,-2.0,0.09999999999999998,114.40000000000003,2220.338630485073,-1.6,0.09999999999999998,-0.0,2177.025317452632
427,2024-01-18,109.71,103.02166106854098,-0.9253673771407273,0.09999999999999998,-0.0,2220.338630485073,-2.0,0.09999999999999998,-0.0,2177.025317452632
428,2024-01-18,103.32,100.40603004587184,-1.9996207030000133,0.09999999999999998,-0.0,2220.338630485073,-2.0,0.09999999999999998,-0.0,2177.025317452632
429,2024-01-18,100.0,95.45060418697858,-2.0,0.09999999999999998,-0.0,2220.338630485073,-2.0,0.09999999999999998,-0.0,2177.025317452632
430,2024-01-18,91.47,88.07426312535841,-1.8715368025913675,0.09999999999999998,-0.0,2220.338630485073,-2.0,0.09999999999999998,-0.0,2177.025317452632
431,2024-01-18,84.08,87.58367039451598,-0.19455855818945483,0.09999999999999998,-0.0,2220.338630485073,-2.0,0.09999999999999998,-0.0,2177.025317452632
432,2024-01-19,72.13,75.76004929358842,-0.742103980432912,0.09999999999999998,-0.0,2220.338630485073,-2.0,0.09999999999999998,-0.0,2177.025317452632
433,2024-01-19,70.0,72.11341792252307,-0.35770376629142625,0.09999999999999998,-0.0,2220.338630485073,-2.0,0.09999999999999998,-0.0,2177.025317452632
434,2024-01-19,66.49387,63.02678749377064,2.0,0.575,-132.98774,2087.350890485073,1.6,0.48,-106.39019200000001,2070.635125452632
435,2024-01-19,66.4,63.58847344988501,2.0,0.9,-90.86315789473687,1996.487732590336,1.2000000000000002,0.765,-79.68000000000002,1990.955125452632
436,2024-01-19,69.16,72.6606718570458,2.0,0.9,-0.0,1996.487732590336,1.2000000000000002,0.9,-39.312000000000005,1951.6431254526321
437,2024-01-19,74.8,75.41592705298972,2.0,0.9,-0.0,1996.487732590336,1.2000000000000002,0.9,-0.0,1951.6431254526321
438,2024-01-19,90.83,89.33799345212238,2.0,0.9,-0.0,1996.487732590336,1.2000000000000002,0.9,-0.0,1951.6431254526321
439,2024-01-19,98.64,105.36399541758557,2.0,0.9,-0.0,1996.487732590336,1.2000000000000002,0.9,-0.0,1951.6431254526321
440,2024-01-19,117.68,120.71236700615773,-2.0,0.37368421052631584,235.36,2231.847732590336,-2.0,0.37368421052631584,235.36,2187.003125452632
441,2024-01-19,110.0,115.53635617418057,-2.0,0.09999999999999998,114.40000000000003,2346.247732590336,-2.0,0.09999999999999998,114.40000000000003,2301.403125452632
